"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 27 14:25:50 GMT 2023","Mon Mar 27 14:25:54 GMT 2023","4032","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","openSolutions","openSolutions()",""
"passed","Mon Mar 27 14:26:00 GMT 2023","Mon Mar 27 14:26:26 GMT 2023","25455","","tests.DZ_other.RegistrationPageObjectTest","","tests.DZ_other.RegistrationPageObjectTest","successfulLoginTest","Регистрация",""
"passed","Mon Mar 27 14:25:29 GMT 2023","Mon Mar 27 14:25:38 GMT 2023","8685","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest","openGitHubPagesTest(String, String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Mon Mar 27 14:22:45 GMT 2023","Mon Mar 27 14:22:45 GMT 2023","131","","tests.DZ_10.JsonEventTest","","tests.DZ_10.JsonEventTest","testJsonParsing","testJsonParsing()",""
"skipped","Mon Mar 27 14:25:50 GMT 2023","Mon Mar 27 14:25:50 GMT 2023","0","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","dragAndDropTestActions","Не работает медот Action.Selenide",""
"passed","Mon Mar 27 14:24:59 GMT 2023","Mon Mar 27 14:25:06 GMT 2023","7607","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [2] Snippets",""
"passed","Mon Mar 27 14:25:13 GMT 2023","Mon Mar 27 14:25:21 GMT 2023","7879","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"skipped","Mon Mar 27 14:25:39 GMT 2023","Mon Mar 27 14:25:39 GMT 2023","0","","tests.DZ_other.OpenHabr","","tests.DZ_other.OpenHabr","searchResultsShouldBeGreaterThan10","searchResultsShouldBeGreaterThan10(String)",""
"skipped","Mon Mar 27 14:24:46 GMT 2023","Mon Mar 27 14:24:46 GMT 2023","0","","tests.DZ_other.LoginTest","","tests.DZ_other.LoginTest","successfulLoginTest","Успешная авторизация",""
"passed","Mon Mar 27 14:25:06 GMT 2023","Mon Mar 27 14:25:13 GMT 2023","7001","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Mon Mar 27 14:24:47 GMT 2023","Mon Mar 27 14:24:59 GMT 2023","11894","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [1] SoftAssertions",""
