"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Mar 26 16:51:04 GMT 2023","Sun Mar 26 16:51:04 GMT 2023","0","","tests.DZ_other.OpenHabr","","tests.DZ_other.OpenHabr","searchResultsShouldBeGreaterThan10","searchResultsShouldBeGreaterThan10(String)",""
"passed","Sun Mar 26 16:50:33 GMT 2023","Sun Mar 26 16:50:43 GMT 2023","10143","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Sun Mar 26 16:50:43 GMT 2023","Sun Mar 26 16:50:52 GMT 2023","9100","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest","openGitHubPagesTest(String, String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Sun Mar 26 16:48:39 GMT 2023","Sun Mar 26 16:48:46 GMT 2023","7387","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchSteps","Проверка Issue с помощью Steps",""
"passed","Sun Mar 26 16:48:17 GMT 2023","Sun Mar 26 16:48:17 GMT 2023","96","","tests.DZ_10.JsonEventTest","","tests.DZ_10.JsonEventTest","testJsonParsing","testJsonParsing()",""
"passed","Sun Mar 26 16:48:14 GMT 2023","Sun Mar 26 16:48:17 GMT 2023","2583","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipPdfTest","zipPdfTest()",""
"passed","Sun Mar 26 16:51:21 GMT 2023","Sun Mar 26 16:51:25 GMT 2023","4524","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","dragAndDropTestNoActions","dragAndDropTestNoActions()",""
"passed","Sun Mar 26 16:50:26 GMT 2023","Sun Mar 26 16:50:33 GMT 2023","7249","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Sun Mar 26 16:50:16 GMT 2023","Sun Mar 26 16:50:26 GMT 2023","9458","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [2] Snippets",""
"passed","Sun Mar 26 16:48:17 GMT 2023","Sun Mar 26 16:48:17 GMT 2023","1","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipCsvTest","zipCsvTest()",""
"passed","Sun Mar 26 16:51:04 GMT 2023","Sun Mar 26 16:51:14 GMT 2023","9781","","tests.DZ_other.OpenSelenideSoftAssertionsJunitTest","","tests.DZ_other.OpenSelenideSoftAssertionsJunitTest","openSelenideSoftAssertionsJunitTest","openSelenideSoftAssertionsJunitTest()",""
"passed","Sun Mar 26 16:48:32 GMT 2023","Sun Mar 26 16:48:39 GMT 2023","6468","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchLambda","Проверка Issue с помощью Lambda",""
"skipped","Sun Mar 26 16:51:04 GMT 2023","Sun Mar 26 16:51:04 GMT 2023","0","","tests.DZ_other.OpenHabr","","tests.DZ_other.OpenHabr","photoSearchTest","photoSearchTest()",""
"passed","Sun Mar 26 16:51:15 GMT 2023","Sun Mar 26 16:51:21 GMT 2023","5902","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","openSolutions","openSolutions()",""
"passed","Sun Mar 26 16:51:26 GMT 2023","Sun Mar 26 16:51:50 GMT 2023","23981","","tests.DZ_other.RegistrationPageObjectTest","","tests.DZ_other.RegistrationPageObjectTest","successfulLoginTest","Регистрация",""
"passed","Sun Mar 26 16:48:14 GMT 2023","Sun Mar 26 16:48:14 GMT 2023","21","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipAllTest","zipAllTest()",""
