"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 15 11:34:57 GMT 2023","Sat Apr 15 11:35:02 GMT 2023","5326","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [2] Snippets",""
"passed","Sat Apr 15 11:35:35 GMT 2023","Sat Apr 15 11:35:38 GMT 2023","3290","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","openSolutions","openSolutions()",""
"passed","Sat Apr 15 11:35:14 GMT 2023","Sat Apr 15 11:35:20 GMT 2023","5890","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest","openGitHubPagesTest(String, String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Sat Apr 15 11:33:59 GMT 2023","Sat Apr 15 11:34:03 GMT 2023","3842","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchLambda","Проверка Issue с помощью Lambda",""
"passed","Sat Apr 15 11:35:02 GMT 2023","Sat Apr 15 11:35:08 GMT 2023","5322","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Sat Apr 15 11:35:39 GMT 2023","Sat Apr 15 11:35:42 GMT 2023","3582","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","dragAndDropTestNoActions","dragAndDropTestNoActions()",""
"passed","Sat Apr 15 11:34:09 GMT 2023","Sat Apr 15 11:34:30 GMT 2023","21029","","tests.DZ_12.RegistrationPageTest","","tests.DZ_12.RegistrationPageTest","registrationFormTest","Проверка регистрации нового студента",""
"passed","Sat Apr 15 11:33:39 GMT 2023","Sat Apr 15 11:33:39 GMT 2023","29","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipAllTest","zipAllTest()",""
"passed","Sat Apr 15 11:34:50 GMT 2023","Sat Apr 15 11:34:50 GMT 2023","2","","tests.DZ_other.LoginTest","","tests.DZ_other.LoginTest","exitTest","exitTest()",""
"passed","Sat Apr 15 11:35:08 GMT 2023","Sat Apr 15 11:35:14 GMT 2023","5904","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Sat Apr 15 11:33:42 GMT 2023","Sat Apr 15 11:33:42 GMT 2023","103","","tests.DZ_10.JsonEventTest","","tests.DZ_10.JsonEventTest","testJsonParsing","testJsonParsing()",""
"passed","Sat Apr 15 11:34:50 GMT 2023","Sat Apr 15 11:34:57 GMT 2023","6883","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [1] SoftAssertions",""
