"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 28 10:42:42 GMT 2023","Tue Mar 28 10:43:10 GMT 2023","27816","","tests.DZ_12.RegistrationPageTest","","tests.DZ_12.RegistrationPageTest","registrationFormTest","Проверка регистрации нового студента",""
"skipped","Tue Mar 28 10:44:45 GMT 2023","Tue Mar 28 10:44:45 GMT 2023","0","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","dragAndDropTestActions","Не работает медот Action.Selenide",""
"passed","Tue Mar 28 10:42:12 GMT 2023","Tue Mar 28 10:42:12 GMT 2023","457","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipXlsTest","zipXlsTest()",""
"skipped","Tue Mar 28 10:44:34 GMT 2023","Tue Mar 28 10:44:34 GMT 2023","0","","tests.DZ_other.OpenHabr","","tests.DZ_other.OpenHabr","firstSearchResultsShouldContainExpectedText","firstSearchResultsShouldContainExpectedText(String, String)",""
"skipped","Tue Mar 28 10:44:34 GMT 2023","Tue Mar 28 10:44:34 GMT 2023","0","","tests.DZ_other.OpenHabr","","tests.DZ_other.OpenHabr","photoSearchTest","photoSearchTest()",""
"passed","Tue Mar 28 10:44:34 GMT 2023","Tue Mar 28 10:44:44 GMT 2023","9895","","tests.DZ_other.OpenSelenideSoftAssertionsJunitTest","","tests.DZ_other.OpenSelenideSoftAssertionsJunitTest","openSelenideSoftAssertionsJunitTest","openSelenideSoftAssertionsJunitTest()",""
"passed","Tue Mar 28 10:44:18 GMT 2023","Tue Mar 28 10:44:25 GMT 2023","7599","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest","openGitHubPagesTest(String, String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Tue Mar 28 10:43:37 GMT 2023","Tue Mar 28 10:43:45 GMT 2023","7836","","tests.DZ_other.LoginTest","","tests.DZ_other.LoginTest","successfulLoginWithCommentsTest","Успешная авторизация с комментариями",""
"passed","Tue Mar 28 10:44:49 GMT 2023","Tue Mar 28 10:44:54 GMT 2023","4484","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","dragAndDropTestNoActions","dragAndDropTestNoActions()",""
"passed","Tue Mar 28 10:42:15 GMT 2023","Tue Mar 28 10:42:31 GMT 2023","15497","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchSelenide","Проверка Issue с помощью Selenide",""
"passed","Tue Mar 28 10:42:31 GMT 2023","Tue Mar 28 10:42:36 GMT 2023","5466","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchLambda","Проверка Issue с помощью Lambda",""
"skipped","Tue Mar 28 10:44:34 GMT 2023","Tue Mar 28 10:44:34 GMT 2023","0","","tests.DZ_other.OpenHabr","","tests.DZ_other.OpenHabr","searchResultsShouldBeGreaterThan10","searchResultsShouldBeGreaterThan10(String)",""
"skipped","Tue Mar 28 10:43:45 GMT 2023","Tue Mar 28 10:43:45 GMT 2023","0","","tests.DZ_other.LoginTest","","tests.DZ_other.LoginTest","successfulLoginTest","Успешная авторизация",""
