"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 28 10:44:45 GMT 2023","Tue Mar 28 10:44:49 GMT 2023","3699","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","openSolutions","openSolutions()",""
"passed","Tue Mar 28 10:43:10 GMT 2023","Tue Mar 28 10:43:36 GMT 2023","25790","","tests.DZ_12.RegistrationPageTest","","tests.DZ_12.RegistrationPageTest","successfulLoginTest","Проверка регистрации нового студента",""
"passed","Tue Mar 28 10:43:55 GMT 2023","Tue Mar 28 10:44:02 GMT 2023","7065","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [2] Snippets",""
"passed","Tue Mar 28 10:42:12 GMT 2023","Tue Mar 28 10:42:15 GMT 2023","2664","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipPdfTest","zipPdfTest()",""
"passed","Tue Mar 28 10:44:25 GMT 2023","Tue Mar 28 10:44:33 GMT 2023","7353","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest","openGitHubPagesTest(String, String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Tue Mar 28 10:44:02 GMT 2023","Tue Mar 28 10:44:09 GMT 2023","7050","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Tue Mar 28 10:44:09 GMT 2023","Tue Mar 28 10:44:18 GMT 2023","8587","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Tue Mar 28 10:43:46 GMT 2023","Tue Mar 28 10:43:55 GMT 2023","9014","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [1] SoftAssertions",""
"passed","Tue Mar 28 10:42:36 GMT 2023","Tue Mar 28 10:42:41 GMT 2023","5046","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchSteps","Проверка Issue с помощью Steps",""
"passed","Tue Mar 28 10:44:54 GMT 2023","Tue Mar 28 10:45:17 GMT 2023","22418","","tests.DZ_other.RegistrationPageObjectTest","","tests.DZ_other.RegistrationPageObjectTest","successfulLoginTest","Регистрация",""
"passed","Tue Mar 28 10:42:12 GMT 2023","Tue Mar 28 10:42:12 GMT 2023","35","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipAllTest","zipAllTest()",""
"passed","Tue Mar 28 10:42:15 GMT 2023","Tue Mar 28 10:42:15 GMT 2023","3","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipCsvTest","zipCsvTest()",""
"passed","Tue Mar 28 10:42:15 GMT 2023","Tue Mar 28 10:42:15 GMT 2023","106","","tests.DZ_10.JsonEventTest","","tests.DZ_10.JsonEventTest","testJsonParsing","testJsonParsing()",""
