"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 26 16:34:17 GMT 2023","Sun Mar 26 16:34:17 GMT 2023","3","","tests.DZ_10.FileParsingTest","","tests.DZ_10.FileParsingTest","zipCsvTest","zipCsvTest()",""
"passed","Sun Mar 26 16:36:27 GMT 2023","Sun Mar 26 16:36:35 GMT 2023","7455","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest","openGitHubPagesTest(String, String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Sun Mar 26 16:36:06 GMT 2023","Sun Mar 26 16:36:13 GMT 2023","6986","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц SoftAssertions должен отображаться текст SoftAssertions",""
"passed","Sun Mar 26 16:35:57 GMT 2023","Sun Mar 26 16:36:06 GMT 2023","9425","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest2","Открытие на гитхабе страниц {0} должен отображаться текст {0} [2] Snippets",""
"skipped","Sun Mar 26 16:36:46 GMT 2023","Sun Mar 26 16:36:46 GMT 2023","0","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","","tests.DZ_other.OpenSolutionsAndDragAndDropTest","dragAndDropTestActions","Не работает медот Action.Selenide",""
"skipped","Sun Mar 26 16:35:48 GMT 2023","Sun Mar 26 16:35:48 GMT 2023","0","","tests.DZ_other.LoginTest","","tests.DZ_other.LoginTest","successfulLoginTest","Успешная авторизация",""
"passed","Sun Mar 26 16:34:44 GMT 2023","Sun Mar 26 16:34:49 GMT 2023","5139","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchSteps","Проверка Issue с помощью Steps",""
"passed","Sun Mar 26 16:36:13 GMT 2023","Sun Mar 26 16:36:20 GMT 2023","6574","","tests.DZ_other.OpenGitHubPagesTest","","tests.DZ_other.OpenGitHubPagesTest","openGitHubPagesTest3","openGitHubPagesTest3(String) Открытие на гитхабе страниц Snippets должен отображаться текст Snippets",""
"passed","Sun Mar 26 16:35:16 GMT 2023","Sun Mar 26 16:35:40 GMT 2023","24176","","tests.DZ_12.RegistrationPageTest","","tests.DZ_12.RegistrationPageTest","successfulLoginTest","Проверка регистрации нового студента",""
"passed","Sun Mar 26 16:36:54 GMT 2023","Sun Mar 26 16:37:14 GMT 2023","19898","","tests.DZ_other.RegistrationPageObjectTest","","tests.DZ_other.RegistrationPageObjectTest","successfulLoginTest","Регистрация",""
"passed","Sun Mar 26 16:36:36 GMT 2023","Sun Mar 26 16:36:45 GMT 2023","8778","","tests.DZ_other.OpenSelenideSoftAssertionsJunitTest","","tests.DZ_other.OpenSelenideSoftAssertionsJunitTest","openSelenideSoftAssertionsJunitTest","openSelenideSoftAssertionsJunitTest()",""
"passed","Sun Mar 26 16:34:39 GMT 2023","Sun Mar 26 16:34:44 GMT 2023","5338","","tests.DZ_11.IssueTest","","tests.DZ_11.IssueTest","testIssueSearchLambda","Проверка Issue с помощью Lambda",""
